ID_DNA_RAD	Label	Alcool_ID	Mother_ID	Isolation_date	Death_date	Sex	Phenotype	P7.very.large.ep	P7.larg.ep	P7.med.ep	P7.small.ep	P7.ep.dist.very.large	P7.ep.dist.large	P7.ep.dist.medium	P7.ep.dist.small	P7.ep	P6.very.large.ep	P6.larg.ep	P6.med.ep	P6.small.ep	P6.ep.dist.very.large	P6.ep.dist.large	P6.ep.dist.medium	P6.ep.dist.small	P6.carp.curv.setae	P6.ep	P5.very.large.ep	P5.large.ep	P5.medium.ep	P5.small.ep	P5.ep.dist	P5.ep	P5.prop.curv.setae	P5.carp.curv.setae	P5.merus.curv.setae	P5.isch.curv.setae	P5.curv.setae	P4.small.ep	P4.prop.curv.setae	P4.carp.curv.setae	P4.merus.curv.setae	P4.isch.curv.setae	P4.curv.setae	P3.prop.curv.setae	P3.carp.curv.setae	P3.merus.curv.setae	P3.isch.curv.setae	P3.curv.setae	P2.prop.curv.setae	P2.carp.curv.setae	P2.merus.curv.setae	P2.isch.curv.setae	P2.curv.setae	P1.prop.curv.setae	P1.carp.curv.setae	P1.merus.curv.setae	P1.isch.curv.setae	P1.curv.setae	Photo_ID	Size	Note	Extracted	Family_level	P7.ep.mid	nb_tot_juv_brood1	nb_juv_brood1	nb_tot_juv_brood2	nb_juv_brood2	Name_offsprings_brood1	Name_offsprings_brood2	Species
E5492	O87-6	5492	M23-6	26/06/2024	03/09/2024	M	forsmani	0	1	2	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	1	DSC_0520	2,314		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5493	O88-1	5493	M23-6	26/06/2024	03/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0521	2,444		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5494	O88-2	5494	M23-6	26/06/2024	03/09/2024	M	forsmani	1	1	0	1	0	0	0	0	3	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0522	2,236		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5495	O88-3	5495	M23-6	26/06/2024	03/09/2024	M	forsmani	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0523	2		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5496	O88-4	5496	M23-6	26/06/2024	03/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0524	3,371		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5497	O88-6	5497	M23-6	26/06/2024	03/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0525	2,452		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	forsmani
E5498	O129-1	5498	M21-1	05/07/2024	03/09/2024	M	praehirsuta	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	38	0	0	44	9	34	3	0	46	11	31	9	0	51	9	25	8	0	42	DSC_0526	1,975		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5499	O129-2	5499	M21-1	05/07/2024	03/09/2024	M	praehirsuta	0	1	1	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	41	1	0	48	11	41	7	0	59	13	32	12	0	57	10	26	8	0	44	DSC_0527	2,169		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5500	O129-3	5500	M21-1	05/07/2024	03/09/2024	M	praehirsuta	1	0	0	1	0	0	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	40	2	0	53	12	39	8	0	59	11	36	8	0	55	12	21	9	0	42	DSC_0528	2,087		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5501	O129-4	5501	M21-1	05/07/2024	03/09/2024	F	NA	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0529	2,951		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5503	O129-6	5503	M21-1	05/07/2024	03/09/2024	M	praehirsuta	0	1	1	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	8	32	1	0	41	10	38	4	0	52	12	38	10	0	60	9	23	10	0	42	DSC_0531	2,019		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5504	O130-1	5504	M21-1	05/07/2024	03/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0532	2,811		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5505	O130-3	5505	M21-1	05/07/2024	03/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0533	2,512		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5506	O130-4	5506	M21-1	05/07/2024	03/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0534	2,557		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5507	O130-6	5507	M21-1	05/07/2024	03/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0535	2,681		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5508	O131-1	5508	M21-1	05/07/2024	03/09/2024	M	praehirsuta	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	26	0	0	34	12	36	5	0	53	10	26	6	0	42	10	22	6	0	38	DSC_0536	2,002		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5509	O132-5	5509	M21-6	05/07/2024	03/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0537	2,088		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5510	O132-6	5510	M21-6	05/07/2024	03/09/2024	M	praehirsuta	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	27	1	0	37	7	36	6	0	49	8	29	5	0	42	7	28	5	0	40	DSC_0538	1,22		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5511	O133-1	5511	M21-6	05/07/2024	03/09/2024	M	praehirsuta	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	30	0	0	38	8	33	4	0	45	8	34	8	0	50	9	29	8	0	46	DSC_0539	1,993		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5512	O133-2	5512	M21-6	05/07/2024	03/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0540	2,647		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5513	O133-3	5513	M21-6	05/07/2024	03/09/2024	M	praehirsuta	1	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	7	1	12	0	0	13	1	11	2	0	14	1	4	3	0	8	DSC_0541	1,797		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5515	O133-5	5515	M21-6	05/07/2024	03/09/2024	F	NA	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0543	2,479		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5516	O133-6	5516	M21-6	05/07/2024	03/09/2024	M	praehirsuta	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	32	1	0	41	9	31	2	0	42	8	35	6	0	49	8	25	10	0	43	DSC_0544	2,004		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5517	O134-4	5517	M21-6	05/07/2024	04/09/2024	F	NA	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0545	2,855		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5518	O135-1	5518	M21-6	05/07/2024	04/09/2024	M	praehirsuta	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	0	9	6	24	1	0	31	7	11	2	0	20	4	10	3	0	17	DSC_0546	1,891		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5519b	O135-3	5519	M21-6	05/07/2024	04/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0547	2,669	Was in conntact with O135-5 (male)	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5520	O135-4	5520	M21-6	05/07/2024	04/09/2024	M	praehirsuta	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	27	0	0	33	11	34	1	0	46	9	41	9	0	59	7	25	6	0	38	DSC_0548	1,934		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5521	O135-5	5521	M21-6	05/07/2024	04/09/2024	M	praehirsuta	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	36	0	0	40	10	30	3	0	43	7	33	4	0	44	9	20	4	0	33	DSC_0549	2,026		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5522	O136-5	5522	M22-1	05/07/2024	04/09/2024	M	praehirsuta	1	0	0	1	0	0	0	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	14	6	29	4	0	39	5	26	3	0	34	6	16	1	0	23	DSC_0551	1,961	Was in conntact with O135-3 (male)	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5523	O136-6	5523	M22-1	05/07/2024	04/09/2024	M	praehirsuta	0	1	0	1	0	0	0	1	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	39	0	0	49	10	35	7	0	52	8	30	7	0	45	7	21	11	0	39	DSC_0552	1,877		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5524	O137-2	5524	M22-1	05/07/2024	04/09/2024	M	praehirsuta	1	0	1	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	25	0	0	28	11	40	7	0	58	11	31	8	0	50	10	20	6	0	36	DSC_0553	1,937	Was in contact with O137-3 and O137-4	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5525	O137-3	5525	M22-1	05/07/2024	04/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0554	2,487	Was in contact with O137-2 and O137-4	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5527	O138-1	5527	M22-1	05/07/2024	04/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0556	2,504		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5528	O138-6	5528	M22-1	05/07/2024	04/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0557	2,823	Slightly bent on photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5529	O140-2	5529	M10-6	08/07/2024	05/09/2024	M	praehirsuta	1	1	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	11	43	2	0	56	12	34	6	0	52	12	31	9	0	52	12	22	10	0	44	DSC_0558	2,507		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5530	O140-3	5530	M10-6	08/07/2024	05/09/2024	M	praehirsuta	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	10	42	1	0	53	9	34	4	0	47	9	31	6	0	46	10	38	8	0	56	DSC_0559	2,084		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5532	O140-6	5532	M10-6	08/07/2024	05/09/2024	M	praehirsuta	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	9	34	0	0	43	10	32	4	0	46	11	25	7	0	43	8	15	5	0	28	DSC_0561	1,93		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5533	O141-1	5533	M10-6	08/07/2024	05/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0562	2,715		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5534	O141-2	5534	M10-6	08/07/2024	05/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0563	3,298	Slightly bent on photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5537	O141-6	5537	M10-6	08/07/2024	05/09/2024	M	praehirsuta	1	0	1	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	28	1	0	40	10	34	4	0	48	10	30	9	0	49	7	16	6	0	29	DSC_0566	1,992		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5538	O142-1	5538	M10-6	08/07/2024	05/09/2024	M	praehirsuta	1	1	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0	4	0	15	45	2	0	62	14	37	8	0	59	13	38	9	0	60	15	20	10	0	45	DSC_0567	2,152	Slightly bent on photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5540	O142-4	5540	M10-6	08/07/2024	05/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0569	2,645		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5541	O142-5	5541	M10-6	08/07/2024	05/09/2024	M	praehirsuta	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	0	0	25	5	21	3	0	29	6	17	4	0	27	5	12	3	0	20	DSC_0570	1,841		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5542	O142-6	5542	M10-6	08/07/2024	05/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0571	2,555		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5543	O143-2	5543	M10-6	08/07/2024	05/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0572	2,029	"small; slightly bent on photot"	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5545	O144-1	5545	M24-1	08/07/2024	05/09/2024	M	praehirsuta	0	2	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	16	42	0	0	58	14	40	8	0	62	12	33	12	0	57	13	25	10	0	48	DSC_0574	2,08		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5546	O144-2	5546	M24-1	08/07/2024	05/09/2024	F	NA	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0575	2,406		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5548	O144-5	5548	M24-1	08/07/2024	05/09/2024	M	praehirsuta	1	1	0	1	0	0	0	0	3	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	48	0	0	56	8	35	6	0	49	8	29	6	0	43	8	22	8	0	38	DSC_0577	1,957		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5549	O144-6	5549	M24-1	08/07/2024	05/09/2024	M	NA	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DSC_0578	1,818		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5550	O145-1	5550	M24-1	08/07/2024	05/09/2024	M	praehirsuta	1	0	1	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	13	>50	0	0	63	12	45	8	0	65	12	38	8	0	58	9	26	11	0	46	DSC_0579	2,034		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5553	O145-4	5553	M24-1	08/07/2024	05/09/2024	F	NA	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0582	2,608		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5554	O145-5	5554	M24-1	08/07/2024	05/09/2024	F	NA	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0583	2,241		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5568	O146-3	5568	M24-1	08/07/2024	06/09/2024	M	praehirsuta	1	0	1	1	0	0	0	0	3	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	13	52	1	0	66	11	45	6	0	62	11	41	6	0	58	11	34	10	0	55	DSC_0586	2,054		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5572	O147-3	5572	M24-1	08/07/2024	06/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0590	2,93		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5573	O147-4	5573	M24-1	08/07/2024	06/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0591	3,043		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5574	O147-5	5574	M24-1	08/07/2024	06/09/2024	M	praehirsuta	1	1	0	1	0	0	0	0	3	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	2	0	10	40	1	0	51	10	40	7	0	57	10	31	7	0	48	9	21	10	0	40	DSC_0592	1,932	Slightly bent on photo	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5576	O148-1	5576	M5-6	10/07/2024	06/09/2024	M	praehirsuta	1	0	1	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	9	0	8	30	0	0	38	10	31	6	0	47	8	25	9	0	42	9	18	8	0	35	DSC_0594	1,865		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5577	O148-2	5577	M5-6	10/07/2024	06/09/2024	F	NA	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0595	2,154		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5578	O148-4	5578	M5-6	10/07/2024	06/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0596	2,888		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5579	O148-5	5579	M5-6	10/07/2024	06/09/2024	M	praehirsuta	1	0	0	1	0	0	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	3	0	9	34	0	0	43	7	29	4	0	40	8	24	5	0	37	5	21	7	0	33	DSC_0597	2,107		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5580	O148-6	5580	M5-6	10/07/2024	06/09/2024	F	NA	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0598	2,228		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5581	O149-1	5581	M5-6	10/07/2024	05/09/2024	F	NA	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0599	2,347		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5582	O149-2	5582	M5-6	10/07/2024	05/09/2024	F	NA	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	NA	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DSC_0600	2,878		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5583	O149-3	5583	M5-6	10/07/2024	05/09/2024	M	praehirsuta	1	1	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	14	36	1	0	51	12	35	7	0	54	12	31	7	0	50	10	25	9	0	44	DSC_0601	2,428		TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
E5584	O149-5	5584	M5-6	10/07/2024	05/09/2024	M	praehirsuta	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	9	30	0	0	39	9	29	4	0	42	6	24	6	0	36	6	14	4	0	24	DSC_0602	1,769	Small	TRUE	offspring	NA	NA	NA	NA	NA	NA	NA	praehirsuta
